Country,Year,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Unemployment with advanced education (% of total labor force with advanced education),"Unemployment with advanced education, female (% of female labor force with advanced education)","Unemployment with advanced education, male (% of male labor force with advanced education)",Unemployment with basic education (% of total labor force with basic education),"Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)_x","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Current account balance (% of GDP),External debt stocks (% of GNI),"Foreign direct investment, net inflows (% of GDP)",Gini index,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Population growth (annual %),Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)_y",Urban population (% of total population),agr_area_harvested_avg,agr_production_avg,agr_yield_avg,agr_area_harvested_item_count,agr_production_item_count,agr_yield_item_count,agr_area_harvested_total,agr_production_total,agr_yield_total,pop_rural_population,pop_total_population___both_sexes,pop_total_population___female,pop_total_population___male,pop_urban_population,disaster_count,disaster_deaths,disaster_injured,disaster_affected,disaster_total_affected,disaster_damage_usd_thousands,disaster_aid_usd_thousands,Trade_Dependency_Index,Resilience_Score,Spending_Efficiency,Shock_Impact_Score
Iraq,2007,0.4329935724687058,88837057319.5179,0.4280800016364899,0.0349041860776341,0.2179671787528705,0.0,74.092853105498,0.1221045186387821,0.5058424425179044,5.467,5.568,46.058,46.704,26.033,8.138,10.06,7.233,9.571,8.796,9.628,7.441,8.861,8.646,19.41,16.944,17.207,17.4694327663084,0.0238561862742034,1.09391286623188,28.75,69.377,59.77,0.3188293013026562,-0.789042539847969,0.6,8.646,68.873,59301.147540983606,96185.218018018,5893.204918032787,61.0,111.0,61.0,3617370.0,10676559.2,359485.5,8837116.0,0.016843804438074,14272718.0,14118889.0,19553317.0,1.0,0.000271339739966,0.0,1.3552578146103528e-05,4696.0,0.0,0.0,0.32548037561078813,0.35348514834677375,1.4630470532636002,0.016912770887868942
Iraq,2008,0.4838849840666219,131614434153.505,0.4984865304482453,0.051408870188642,0.2468963341932182,0.3590979468371511,81.0555432665835,0.1190663730328409,0.5075386355069731,5.192,5.2588,46.005,46.4358,25.87,8.282,11.4838,6.803,9.1498,9.652,9.1042,8.427,8.475,8.467,21.314,16.402,16.916,21.6088001159731,0.0238561862742034,1.40995173662765,28.9,69.767,63.147,0.3877516494670954,2.02029989529593,0.6,8.467,68.927,36262.40983606558,79542.21576576577,6062.520967741935,61.0,111.0,62.0,2212007.0,8829185.95,375876.3,9045912.0,0.0172422349781154,14562432.0,14408603.0,20065505.0,2.0,0.0001695873374788,0.0,2.574297211738575e-06,1492.0,0.0,0.0,0.36539065912992,0.39976081391107066,0.13424254108037637,0.00998430021449229
Iraq,2009,0.3582994850339772,111657580326.315,0.4446362121390318,0.0417410460794833,0.3446125170082055,0.26763856903503375,78.6873788189898,0.1157549550708096,0.5054385870443165,4.909,4.9496,45.808,46.1676,25.647,8.426,12.9076,6.373,8.7286,10.508,8.580400000000001,9.5,8.222,8.414,23.429,16.062,16.817,-1.01067925411065,0.0238561862742034,1.43142990859109,29.05,70.051,65.477,0.4340720690238537,3.6839129631095,0.6,8.414,68.98,33728.62295081967,79531.86423423424,6298.859677419355,61.0,111.0,62.0,2057446.0,8828036.93,390529.3,9273303.0,0.01798980151382,15099406.0,14958799.0,20621349.0,1.0,2.2611644997173544e-05,0.0,8.657950263694759e-06,3000.0,0.0,0.0,0.3514560010210913,0.3964193826091858,0.14319606827619757,0.0017380879466013742
Iraq,2010,0.3584916172479149,138516722649.573,0.478212262721023,0.0504608954322837,0.285176895636692,0.20451114849133883,73.4974796202443,0.1126042855535372,0.5047385708900973,4.641,4.6404,45.674,45.8994,25.468,8.57,14.3314,5.943,8.3074,11.364,8.0566,10.491,7.876,8.267,25.435,15.59,16.578,4.68412757383414,0.0238561862742034,1.00796493975113,29.2,70.248,65.796,0.4428015564202332,3.23138521802744,0.6,8.267,69.103,51431.11475409836,97958.26741071428,6783.783870967742,61.0,112.0,62.0,3137298.0,10971325.95,420594.6,9504630.0,0.0186685985569559,15582388.0,15462978.0,21258071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32183425644230346,0.40989508245435785,0.2209627507425236,0.0
Iraq,2011,0.4159589772817094,185749664444.444,0.4909163585011926,0.0657961589502581,0.2129534358463086,0.25070039743193295,72.1713282233655,0.1093732418138854,0.5026115987292015,4.373,4.3312,45.478,45.6312,25.256,8.714,15.7552,5.513,7.8862,12.22,7.5328,11.549,7.605,8.191,27.594,15.234,16.449,14.065166727563,0.0238561862742034,1.12086339764167,29.35,70.547,66.182,0.454407037726273,3.53181678520421,0.6,8.191,69.268,49290.96721311475,104508.13964285716,6713.406451612904,61.0,112.0,62.0,3006749.0,11704911.64,416231.2,9750420.0,0.0194360292372593,16129094.0,16032329.0,21976633.0,1.0,6.783493499152064e-05,2.712092406412471e-06,0.0,2001.0,0.0,0.0,0.31445620656400897,0.4170713546988406,0.23964429633340908,0.0036295169666514596
Iraq,2012,0.4170037305339969,218002476129.472,0.5618825266870788,0.0739909075525486,0.2283236312601385,0.25524460064950566,73.6086845912812,0.1065279943416547,0.5032577674869421,4.132,4.022,45.4,45.363,25.114,8.858,17.179,5.083,7.465,13.076,7.009,12.429,7.19,7.965,29.496,14.663,16.091,13.5507635163078,0.0238561862742034,1.55961531280073,29.5,70.92,66.591,0.4676704449331752,4.53892168180122,0.6,7.965,69.432,44514.08196721312,107937.28589285714,6717.387096774193,61.0,112.0,62.0,2715359.0,12088976.02,416478.0,10019158.0,0.0204629425264587,16864303.0,16790539.0,22757413.0,1.0,4.522328999434709e-05,0.0,0.0,0.0,0.0,0.0,0.3226636808970677,0.44479267253318694,0.2651036683357875,0.002209901143725163
Iraq,2013,0.3613267475179483,234637675128.645,0.4918249836403553,0.0760074154448711,0.2128698373471409,0.18874063343608563,67.4100184095672,0.109566139947596,0.5163426848311885,3.966,3.761,45.349,44.7815,25.02,9.967222222222222,18.519555555555556,6.038888888888889,8.264666666666667,15.693,7.701,17.075,7.759,9.205,37.506,15.655,17.891,6.85843921497559,0.0238561862742034,-0.995279210263068,29.527272727272727,71.234,66.726,0.4751141938758247,4.7215668344982,0.5909090909090909,9.205,69.595,60488.27419354839,130725.80460176992,6776.973015873015,62.0,113.0,63.0,3750273.0,14772015.92,426949.3,10302117.0,0.0215818113748192,17666428.0,17615561.0,23581028.0,1.0,0.0001243640474844,0.0,0.0,0.0,0.0,0.0,0.2870982924325446,0.4265690146114486,0.35751737975698805,0.0057621801592306135
Iraq,2014,0.3530317945756103,228415656174.957,0.432246362310036,0.0713271893851093,0.2390599411706038,0.19437230436394654,68.9824868569036,0.1116880194184121,0.5266813849550371,3.729,3.5,45.211,44.2,24.845,11.076444444444444,19.86011111111111,6.994777777777778,9.064333333333334,18.31,8.393,21.83,8.405,10.59,45.664,16.77,19.908,6.94151191976759,0.0238561862742034,-4.45521124532956,29.554545454545455,71.776,67.439,0.4964980544747082,3.53101933211143,0.5818181818181818,10.59,69.758,67333.30645161291,124659.47522123891,6700.647619047619,62.0,113.0,63.0,4174665.0,14086520.7,422140.8,10586506.0,0.0224537694834231,18288461.0,18261598.0,24419574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29604586787310705,0.41597637299048956,0.32684486948364894,0.0
Iraq,2015,0.3021505881992182,166774104959.102,0.4360565509448657,0.0502086511458072,0.2965577255232279,0.18106007131271348,69.5917685983115,0.1165265476056519,0.5158042108664045,4.583,4.45,41.994,41.33,23.638,12.185666666666668,21.200666666666667,7.950666666666667,9.864,20.927,9.085,22.218,8.553,10.842,41.628,18.373,21.354,-1.65602101285884,0.0238561862742034,-4.54159235443502,29.581818181818186,72.04,67.771,0.5065809507697514,2.72710976935126,0.5727272727272728,10.842,69.921,28657.612903225807,64946.57938053098,6320.888888888889,62.0,113.0,63.0,1776772.0,7338963.470000001,398216.0,10863394.0,0.0231485992181773,18781431.0,18779104.0,25252255.0,2.0,0.000655737704918,0.0060127088650164,0.00018758892238,67217.0,0.0,0.0,0.299354156861223,0.41917929700323275,0.24501914449304446,0.29616216797960676
Iraq,2016,0.2285379571574213,166743557747.671,0.5602271146291341,0.0489746199144797,0.1984101190646771,0.16784001903510437,54.588320188677,0.1226028388175344,0.5100156157449784,5.594,5.4,38.93,38.46,22.575,13.29488888888889,22.54122222222222,8.906555555555556,10.663666666666668,23.543999999999997,9.777,22.141,8.46,10.82,37.463,19.78,22.446,1.29416694062961,0.0406990432057899,-3.75180911604806,29.60909090909091,72.145,65.264,0.4627981728979868,2.39151227352058,0.5636363636363636,10.82,70.094,28543.453125,69666.27643478262,5682.756923076923,64.0,115.0,65.0,1826781.0,8011621.79,369379.2,11125775.0,0.0237737146620147,19229196.0,19240431.0,26076797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2134740381110492,0.4464448382694591,0.2348451390501018,0.0
Iraq,2017,0.2952774914090852,187217660050.676,0.3868961516935711,0.0539338560571697,0.1913902479141963,0.16195579175918748,59.7809123923157,0.0653924673278786,0.4962037585482741,1.885,1.8,38.351,37.84,20.459,14.404111111111112,23.881777777777778,9.862444444444444,11.463333333333331,26.161,10.469,30.761,10.194,13.02,62.551,21.581,25.276,7.95462137277485,0.047135296994207,-2.68799428357231,29.636363636363637,72.475,67.037,0.500186093723566,2.23055046409754,0.5545454545454546,13.02,70.278,30157.953125,68245.11269565218,5468.090625,64.0,115.0,64.0,1930109.0,7848187.96,349957.8,11375936.0,0.0243703857619906,19659150.0,19678203.0,26898682.0,1.0,0.0001130582249858,0.0012719713386074,1.5872908816773726e-05,5969.0,0.0,0.0,0.24333386966164075,0.3892289872181699,0.25794307368931535,0.057481445088559915
Iraq,2018,0.3744172080975185,227367469034.031,0.4363573490510956,0.064292118155486,0.181507946116963,0.16485290178619247,65.8017917701083,0.0674821971097429,0.4733186150449624,2.149,1.994,37.035,36.116,19.926,15.513333333333335,25.22233333333333,10.818333333333332,12.263,28.778,11.161,29.716,10.894,13.49,61.423,23.522,27.3,15.1162785714327,0.0287411814839666,-2.14854834807913,29.663636363636364,72.842,69.229,0.5451192691591946,2.33235769663486,0.5454545454545454,13.49,70.473,22781.014925373136,59854.370593220345,5761.301515151516,67.0,118.0,66.0,1526328.0,7062815.73,380245.9,11615946.0,0.0250086891880096,20113665.0,20151959.0,27723807.0,1.0,0.0002374222724703,0.0,7.214958553078966e-05,25000.0,0.0,0.0,0.27796257710724076,0.41713755550021375,0.3320958211824383,0.012378076979441542
Iraq,2019,0.3428056526900193,233636097800.338,0.4683416352980767,0.064585887175154,0.2493030903453567,0.15590470763846567,68.9899384202806,0.0694433281358002,0.4418448118033491,2.387,2.188,35.502,34.392,19.273,16.622555555555557,26.56288888888889,11.774222222222225,13.062666666666669,31.394999999999996,11.853,28.884,11.722,14.109,60.881,25.737,29.576,6.74664580876131,0.0254701967264858,-1.31640616709339,29.69090909090909,73.01,69.328,0.5494840128573846,2.27501115691232,0.5363636363636364,14.109,70.678,51598.44776119403,111879.89644067796,5726.14696969697,67.0,118.0,66.0,3457096.0,13201827.78,377925.7,11849769.0,0.0256458071465234,20564177.0,20627994.0,28562530.0,1.0,0.0001130582249858,0.0,1.6926292765523254e-05,5865.0,0.0,0.0,0.296054371517688,0.42442491378280295,0.35608857417575684,0.005068253409038619
Iraq,2020,0.2244210365977284,180898797516.874,0.2734268201043026,0.0485166887103257,0.2385037651275408,0.16811871907816528,57.742316395146,0.0630133903454484,0.3318884281944967,2.079,2.382,30.986,32.668,16.829,17.73177777777778,27.90344444444445,12.73011111111111,13.862333333333334,34.012,12.545,29.239,13.61,15.778,66.516,30.592,34.823,-3.48598226553262,0.044411220420985,-1.58049696252586,29.71818181818182,72.294,66.974,0.4955506682456434,2.21938669515023,0.5272727272727272,15.778,70.893,63369.17910447761,137157.2374576271,6080.266666666666,67.0,118.0,66.0,4245735.0,16184554.02,401297.6,12080190.0,0.0262814721509547,21017026.0,21099578.0,29422695.0,1.0,9.044657998869418e-05,0.0,4.3289751318473795e-06,1500.0,0.0004705439488048,0.0,0.2314624008626346,0.32209541142907927,0.2282805921088947,0.021509373268937586
Iraq,2021,0.3344141072881482,209691945713.103,0.423789145739358,0.0552086097137868,0.172175466641043,0.25449842880367435,61.5032683117218,0.0650548955938851,0.3166765386893544,2.645,2.576,31.02,30.944,17.131,18.841,29.244,13.686,14.662,36.629,13.237,28.21,14.23,16.173,62.206,31.732,35.653,11.7148037882244,0.0280444167110946,-1.25770209772783,29.745454545454542,72.415,68.845,0.5311791575029603,2.24127347113109,0.5181818181818182,16.173,71.119,41026.25373134328,102390.11211864409,6056.421212121212,67.0,118.0,66.0,2748759.0,12082033.23,399723.8,12307036.0,0.0269378842119781,21484495.0,21586715.0,30305174.0,3.0,0.0001808931599773,8.136277219237413e-06,0.0202327639712282,7010703.0,6.587615283267458e-05,0.0,0.2532947869645956,0.37173784489571,0.1953983800751412,0.7605240588304609
Iraq,2022,0.4172049631121302,287372232137.931,0.495498390751083,0.0744944065619862,0.1727603049273242,0.23795617799057014,68.75879409409,0.0631098394123036,0.4023208227882182,2.724,2.576,32.46,30.944,17.912,18.841,29.244,13.686,14.662,36.629,13.237,29.893,13.269,15.511,61.09,27.737,32.069,20.1861883343541,0.0,-0.726653366772653,29.772727272727273,73.798,70.109,0.5762815090509221,2.29369659225826,0.509090909090909,15.511,71.354,28976.925373134327,83512.01017094016,5809.09696969697,67.0,117.0,66.0,1941454.0,9770905.19,383400.4,12528765.0,0.0276250565417803,21971026.0,22099524.0,31207440.0,1.0,1.1305822498586772e-05,0.0135604620320623,0.0,5000.0,0.0,0.0,0.2949826340197272,0.43482609072283934,0.3130580350256898,0.4912669252680203
Iraq,2023,0.3609555105200907,268881051643.549,0.4128556746792441,0.0680113266406115,0.2366550380799161,0.22790202346176094,69.4613207990167,0.0618399266987091,0.4058478272575521,2.807,2.576,32.753,30.944,18.109,18.841,29.244,13.686,14.662,36.629,13.237,29.85,13.234,15.447,60.595,27.659,31.97,10.5528397110428,0.0007850157730601,-1.99474822313262,29.8,74.055,70.426,0.5859922178988328,2.25148890849618,0.5,15.447,71.599,37737.50746268657,104680.158125,6079.356060606061,67.0,96.0,66.0,2528413.0,10049295.18,401237.5,12745184.0,0.0283150880211685,22459934.0,22614115.0,32130222.0,1.0,3.391746749576032e-05,0.0,0.0,0.0,0.0,0.0,0.2988052743000034,0.41088029778498797,0.29739783011028503,0.0011978161485585279
Iraq,2024,0.3365497682456963,279641257615.385,0.3899446998034346,0.069275368474812,0.3211157569599365,0.22790202346176094,74.736423307526,0.0600877686508383,0.401620806633999,2.654,2.576,32.581,30.944,17.954,18.841,29.244,13.686,14.662,36.629,13.237,30.376,13.258,15.524,62.681,27.455,32.087,10.5528397110428,0.0007850157730601,-1.99474822313262,29.8,74.055,70.426,0.5859922178988328,2.12476784890538,0.5,15.524,71.853,37737.50746268657,104680.158125,6079.356060606061,0.0,0.0,0.0,0.0,0.0,0.0,12745184.0,0.0283150880211685,22459934.0,22614115.0,32130222.0,1.0,3.391746749576032e-05,4.610557090901201e-05,5.194770158216855e-05,18017.0,0.0,0.0,0.3288327626028164,0.4022208025303564,0.30292519323093586,0.0046606275516689446
Israel,2000,0.2936113337279689,136512300542.025,0.5024178184214776,0.2517510459114436,0.2908290121985755,0.17536183846539316,68.3468590369834,0.7028082753299362,0.3899359215981905,45.104,44.849,51.266,51.185,48.243,5.22,5.62,4.79,14.27,15.09,13.93,11.164,11.051,11.102,17.344,17.29,17.315,-1.50638440040569,0.1327831977699491,5.89507316780042,38.9,80.9,77.1,0.8103081893617117,2.64233191305756,0.2,11.102,91.203,3756.0416666666665,60661.41472440945,16532.025352112676,72.0,127.0,71.0,270435.0,7703999.67,1173773.8,529030.0,0.0015232067847688,3094088.0,3017103.0,5484711.0,2.0,0.0001695873374788,0.0,1.5844048982561409e-06,549.0,1.2939958592132508e-05,0.0,0.2922201729632722,0.6196137828778957,0.8169861569115633,0.12079181303284629
Israel,2001,0.244596410308401,135002039612.906,0.4101927248793381,0.2431108705146596,0.2686592299991143,0.17723668421010086,62.139584755155,0.6992075101673392,0.3711970276237144,44.051,43.804,49.24,49.14,46.693,5.73,6.03,5.4,14.16,16.06,13.34,12.013,11.648,11.812,18.658,18.737,18.701,-1.50479208004928,0.1327831977699491,1.31205425123863,38.9,81.2,77.7,0.8256578268709425,2.35711729946802,0.2,11.812,91.267,4052.4166666666665,60415.32094488189,16615.242253521126,72.0,127.0,71.0,291774.0,7672745.76,1179682.2,535306.0,0.0016255200568243,3169421.0,3090561.0,5594224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2566278201537576,0.5903509402152691,0.7841757915207273,0.0
Israel,2002,0.2603024272524176,125332331883.997,0.4056170994864161,0.2210515672836832,0.2910883731770935,0.25024070774359286,65.4711054145982,0.6867334308540565,0.3194227559097518,39.883,39.718,44.616,44.513,42.292,6.67,6.88,6.44,14.96,15.59,14.71,12.741,13.009,12.888,20.774,20.906,20.845,-1.02974227048974,0.1327831977699491,1.26264306760422,39.6,81.5,77.5,0.8271432756621584,2.01405839404727,0.7,12.888,91.33,4182.083333333333,62472.258188976375,17270.75352112676,72.0,127.0,71.0,301110.0,7933976.79,1226223.5,540933.0,0.0017133560476425,3233881.0,3153838.0,5698352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2756954002147556,0.5786128228434929,0.5771206104399597,0.0
Israel,2003,0.2811773517210018,131408914824.005,0.4231991674880317,0.2276700184183158,0.2864554463289679,0.17015026062600927,66.8817503698504,0.6898198009934253,0.3083571159334446,40.091,39.808,43.03,42.905,41.587,6.71,7.31,6.05,16.89,20.26,15.59,13.811,13.247,13.505,22.691,22.155,22.409,0.483072248827398,0.1327831977699491,2.52798678419127,40.7,81.8,77.6,0.8338277952226325,1.80551975888109,0.9,13.505,91.393,4257.75,62300.37488188976,16339.778873239437,72.0,127.0,71.0,306558.0,7912147.609999999,1160124.3,546487.0,0.0017925018190118,3291563.0,3211257.0,5803032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28381639902498484,0.585371807058033,0.7515487661054848,0.0
Israel,2004,0.3330553441175568,140047984605.087,0.4587251232275091,0.2384624485498011,0.3272898204997854,0.15301881745675128,74.9731995265147,0.6970213313186194,0.3351192719831994,41.1,40.775,45.222,45.148,43.2,6.21,6.73,5.64,16.33,21.64,14.22,13.768,12.407,13.029,21.834,19.597,20.657,1.67992421071552,0.1327831977699491,2.10420736029139,41.5,82.4,78.0,0.8506628815230792,1.76762364154994,1.0,13.029,91.456,4057.5833333333335,66205.32787401575,18111.308450704222,72.0,127.0,71.0,292146.0,8408076.64,1285902.9,552700.0,0.0018696995454612,3347615.0,3267472.0,5916127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3301725823086711,0.6084861021338326,0.8343594568470578,0.0
Israel,2005,0.3516326205193045,147519922009.047,0.4558363865619399,0.2468523101226749,0.3470898830197995,0.17979866337863748,78.3242613769325,0.7244932405278978,0.3648161111410262,43.603,43.398,47.935,47.883,45.81,5.19,5.71,4.6,14.9,17.1,14.04,11.633,11.095,11.342,18.725,17.09,17.862,3.07761822143695,0.1327831977699491,3.26627070729098,42.3,82.2,78.2,0.8508279313887699,1.76289766113006,1.0,11.342,91.518,4225.041666666667,65717.6711023622,19189.901408450703,72.0,127.0,71.0,304203.0,8346144.23,1362483.0,560059.0,0.0019474831294015,3404126.0,3324080.0,6042911.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.349361251769552,0.6171063312617239,0.7897179941843755,0.0
Israel,2006,0.3541228221748054,158900547825.306,0.4693171365803521,0.261331192280431,0.3458836779762632,0.19164794535017185,78.4352889718463,0.7350865630375026,0.3885897366862312,43.411,43.133,48.244,48.189,45.874,4.46,4.62,4.28,14.4,18.13,12.97,11.043,10.422,10.707,19.615,17.337,18.41,4.38431465173998,0.1327831977699491,9.05944013221796,41.6,82.5,78.7,0.8644445453082525,1.76780587358185,0.5,10.707,91.58,4216.472222222223,64644.002913385826,18790.176811594203,72.0,127.0,69.0,303586.0,8209788.37,1296522.2,568798.0,0.0020271281173652,3462001.0,3382030.0,6186413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3500032500755343,0.6318666105834906,0.8055033936131082,0.0
Israel,2007,0.3506094945351318,184681214673.45,0.4773325060364272,0.2986132388508682,0.3539605292590992,0.16623886711707278,78.8371062996628,0.7534601102734331,0.4293252921221258,43.581,43.408,49.388,49.347,46.542,3.9,4.39,3.35,13.91,17.39,12.54,9.812,9.011,9.379,17.294,15.347,16.252,2.97046995803015,0.1327831977699491,4.76393877718242,41.1,82.4,78.7,0.8627940466513451,1.7761008691798,0.5,9.379,91.641,4180.305555555556,66071.7625,18362.80704225352,72.0,128.0,71.0,300982.0,8457185.6,1303759.3,578650.0,0.0021085588704744,3521191.0,3441264.0,6344035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3522850118971155,0.6438397512951839,0.9986294500850345,0.0
